id,timestamp,powerP,powerLB
498,2022-02-01T17:22:10,0.0,549.09
499,2022-02-01T17:22:20,0.0,539.77
500,2022-02-01T17:22:30,0.0,542.0
501,2022-02-01T17:22:40,0.0,538.09
502,2022-02-01T17:22:50,0.0,536.94
503,2022-02-01T17:23:00,0.0,544.26
504,2022-02-01T17:23:10,0.0,535.75
505,2022-02-01T17:23:20,0.0,538.81
506,2022-02-01T17:23:30,0.0,540.52
507,2022-02-01T17:23:40,0.0,536.57
508,2022-02-01T17:23:50,0.0,537.14
509,2022-02-01T17:24:00,0.0,550.03
510,2022-02-01T17:24:10,0.0,555.4
511,2022-02-01T17:24:20,0.0,547.02
512,2022-02-01T17:24:30,0.0,548.76
513,2022-02-01T17:24:40,0.0,544.69
514,2022-02-01T17:24:50,0.0,549.22
515,2022-02-01T17:25:00,0.0,548.84
516,2022-02-01T17:25:10,0.0,551.58
517,2022-02-01T17:25:20,0.0,545.92
518,2022-02-01T17:25:30,0.0,547.37
519,2022-02-01T17:25:40,0.0,544.55
520,2022-02-01T17:25:50,0.0,545.81
521,2022-02-01T17:26:00,0.0,542.14
522,2022-02-01T17:26:10,0.0,546.0
523,2022-02-01T17:26:20,0.0,546.87
524,2022-02-01T17:26:30,0.0,547.7
525,2022-02-01T17:26:40,0.0,550.55
526,2022-02-01T17:26:50,0.0,546.81
527,2022-02-01T17:27:00,0.0,655.84
528,2022-02-01T17:27:10,0.0,664.47
529,2022-02-01T17:27:20,0.0,664.11
530,2022-02-01T17:27:30,0.0,660.22
531,2022-02-01T17:27:40,0.0,649.18
532,2022-02-01T17:27:50,0.0,653.38
533,2022-02-01T17:28:00,0.0,644.85
534,2022-02-01T17:28:10,0.0,642.75
535,2022-02-01T17:28:20,0.0,654.87
